sequence,i,j,i_stamp_ns,j_stamp_ns,branch,inter_robot,measured_distance_m,gt_distance_m,distance_error_m,distance_flag,rmse_m,overlap,native_inliers,acceptance_gate_violations,cycle_neighbours,cycle_inconsistent_neighbours,cycle_eligible,cycle_flag,cycle_translation_median_m,cycle_rotation_median_deg
Library 1,Alpha:66,Bob:75,,1660900452718000000,mapclosures+megaloc,True,1.34503105600661,0.8584073188494028,0.4866237371572073,False,0.3182003767453191,0.7898239010619706,22,,0,0,False,,,
Library 1,Alpha:67,Bob:68,1660900448465000000,1660900446418000000,megaloc,True,8.871334799957186,8.66470021549006,0.20663458446712646,False,0.33491244281377125,0.6229921677950352,15,,7,0,True,False,0.044548887692662215,0.07808584523616635
Library 1,Alpha:67,Carol:63,1660900448465000000,,mapclosures+megaloc,True,7.070613339202929,6.938861668103666,0.13175167109926278,False,0.34523671911280435,0.6075741336191497,6,,0,0,False,,,
Library 1,Alpha:68,Carol:64,1660900449365000000,,megaloc,True,6.995967168179956,6.896618441780093,0.09934872639986292,False,0.3444215876849374,0.5885446276293349,15,,0,0,False,,,
Library 1,Alpha:69,Bob:71,1660900450166000000,1660900449118000000,mapclosures+megaloc,True,7.750682873957168,7.509321210450304,0.24136166350686405,False,0.3333858612198064,0.6881750017197497,11,,8,0,True,False,0.049695028689648126,0.09341817873867268
Library 1,Alpha:70,Bob:72,1660900451065000000,1660900450018000000,megaloc,True,7.712317929388563,7.518890748754456,0.19342718063410747,False,0.3353843806453514,0.6926462237365133,18,,7,0,True,False,0.05122395275012008,0.09508455957099386
Library 1,Alpha:71,Carol:67,1660900451965000000,,megaloc,True,6.869534975952197,6.792138837486921,0.07739613846527593,False,0.34484276658609975,0.5754925202321589,10,,0,0,False,,,
Library 1,Alpha:72,Bob:73,1660900452866000000,,mapclosures+megaloc,True,8.794282870293191,8.60139701166318,0.19288585863001195,False,0.3484260734944924,0.6491569390402075,9,,0,0,False,,,
Library 1,Alpha:73,Bob:76,1660900453766000000,,mapclosures+megaloc,True,6.702111681245369,6.519201424300233,0.18291025694513596,False,0.3395229743225588,0.6209439528023599,6,,0,0,False,,,
Library 1,Alpha:75,Bob:78,1660900455566000000,,mapclosures+megaloc,True,6.736996102476752,6.4746566781029795,0.26233942437377245,False,0.3455450121243501,0.6091885441527446,12,,0,0,False,,,
Library 1,Alpha:75,Bob:83,1660900455566000000,1660900459819000000,mapclosures,True,2.835113392768751,2.3573816999358206,0.4777316928329305,False,0.32718126670185044,0.7518790642682206,22,,8,0,True,False,0.038572016786236896,0.17276271786917538
Library 1,Alpha:76,Bob:78,1660900456466000000,,megaloc,True,7.75310424691727,7.54284146292606,0.2102627839912099,False,0.3492401405096918,0.5979372655983635,19,,0,0,False,,,
Library 1,Alpha:76,Bob:90,1660900456466000000,1660900465919000000,mapclosures+megaloc,True,6.174382680961905,5.946306756339452,0.22807592462245285,False,0.3192365254611294,0.649189903344691,7,,9,0,True,False,0.04241030018377437,0.1540616761457203
Library 1,Alpha:78,Bob:81,1660900458266000000,1660900458018000000,mapclosures,True,6.801392324933214,6.530460872236699,0.27093145269651586,False,0.34663215220716836,0.6427434524670814,10,,9,0,True,False,0.05122395275012008,0.12691533940599853
Library 1,Alpha:80,Bob:84,,1660900460719000000,mapclosures+megaloc,True,6.0504971482160155,5.744906690831648,0.3055904573843673,False,0.3441287790470727,0.7047881501894592,15,,0,0,False,,,
Library 1,Alpha:80,Bob:86,,1660900462519000000,mapclosures+megaloc,True,4.333157114402214,3.9312534456576134,0.4019036687446005,False,0.33514865089446577,0.7215365753984471,19,,0,0,False,,,
Library 1,Alpha:80,Bob:89,,1660900465119000000,mapclosures+megaloc,True,3.0166605022877815,2.5363602738481563,0.48030022843962517,False,0.33092981358965806,0.6880312108123171,20,,0,0,False,,,
Library 1,Alpha:80,Bob:98,,1660900473019000000,mapclosures+megaloc,True,10.001365475029077,9.914252475679852,0.087112999349225,False,0.3210393623429331,0.6057685827885976,11,,0,0,False,,,
Library 1,Alpha:81,Bob:83,1660900460966000000,1660900459819000000,mapclosures+megaloc,True,8.0317296696711,7.7528647081034165,0.2788649615676828,False,0.3497668440649816,0.6471476808245957,9,,10,0,True,False,0.03349655806670662,0.0993388543299551
Library 1,Alpha:82,Bob:85,1660900461866000000,,mapclosures+megaloc,True,7.086651040864177,6.798378345496949,0.2882726953672279,False,0.32581573150983173,0.6786831275720164,13,,0,0,False,,,
Library 1,Alpha:82,Bob:92,1660900461866000000,1660900467719000000,mapclosures+megaloc,True,3.0126091350012887,2.566761502324888,0.4458476326764007,False,0.32329765906032193,0.6782663937319122,16,,13,0,True,False,0.028610093733482587,0.0771982224323276
Library 1,Alpha:82,Bob:93,1660900461866000000,1660900468619000000,mapclosures+megaloc,True,3.4864422471085956,3.1506111571396844,0.3358310899689112,False,0.32606992134979296,0.6907534510680959,6,,12,0,True,False,0.023494780387290828,0.12436945900388542
Library 1,Alpha:82,Carol:70,1660900461866000000,,mapclosures,True,15.535771857275819,15.511136952859836,0.024634904415982817,False,0.33943947538764235,0.4363596233078281,11,,0,0,False,,,
Library 1,Alpha:83,Bob:87,1660900462766000000,1660900463319000000,mapclosures+megaloc,True,6.293386622295423,5.988298093040895,0.3050885292545278,False,0.33509258464664143,0.6758833722594741,23,,12,0,True,False,0.023742945624372385,0.08971812171662429
Library 1,Alpha:83,Carol:79,1660900462766000000,,mapclosures+megaloc,True,7.971031429146215,7.878589266476999,0.09244216266921601,False,0.33527937814531267,0.5159280317781759,9,,0,0,False,,,
Library 1,Alpha:84,Bob:86,1660900463666000000,1660900462519000000,mapclosures+megaloc,True,8.135669598834099,7.84968683004973,0.28598276878436923,False,0.32410354151936455,0.6643236616264814,12,,12,0,True,False,0.03515567276715661,0.141897872275122
Library 1,Alpha:84,Bob:95,1660900463666000000,1660900470419000000,mapclosures+megaloc,True,3.4911446815976888,3.1614330464368723,0.3297116351608165,False,0.3149660080604284,0.6888167388167388,15,,10,0,True,False,0.017016766900650404,0.09757336054512625
Library 1,Alpha:85,Bob:85,1660900464566000000,,mapclosures+megaloc,True,10.155386771044197,9.950972532120149,0.20441423892404842,False,0.3248891474682842,0.6413991769547325,13,,0,0,False,,,
Library 1,Alpha:85,Carol:81,1660900464566000000,,mapclosures+megaloc,True,7.934965690639473,7.896475233439649,0.038490457199824135,False,0.33399896487874486,0.5007160624104922,10,,0,0,False,,,
Library 1,Alpha:86,Carol:81,1660900465466000000,,mapclosures+megaloc,True,8.92782171712498,8.921218553532801,0.006603163592178163,False,0.33696888828361804,0.49219868847516396,12,,0,0,False,,,
Library 1,Alpha:87,Bob:90,1660900466366000000,1660900465919000000,mapclosures+megaloc,True,7.303578788761098,7.132258278469433,0.1713205102916655,False,0.3300967427160098,0.6269383213962868,10,,13,0,True,False,0.027847869391731356,0.10135116256441895
Library 1,Alpha:88,Bob:91,1660900467266000000,,mapclosures+megaloc,True,7.317541326518294,7.110646680899737,0.20689464561855697,False,0.32679126649846973,0.6467935165609584,8,,0,0,False,,,
Library 1,Alpha:88,Carol:81,1660900467266000000,,mapclosures+megaloc,True,10.985938018223463,11.003009302108504,0.01707128388504131,False,0.3387734249758571,0.48594256425717947,9,,0,0,False,,,
Library 1,Alpha:90,Bob:90,1660900468966000000,1660900465919000000,mapclosures+megaloc,True,10.30175762911432,10.161342860594154,0.14041476852016643,False,0.34686908685218715,0.6267297128155205,11,,11,0,True,False,0.028972089112700848,0.08361926687709757
Library 1,Alpha:90,Bob:96,1660900468966000000,1660900471219000000,mapclosures+megaloc,True,4.504448083421649,4.15888453863471,0.3455635447869394,False,0.3232762130361306,0.6832311270881793,9,,11,0,True,False,0.030363211172664883,0.07419328178762107
Library 1,Alpha:91,Bob:99,1660900469866000000,1660900473919000000,megaloc,True,3.110272973715838,2.616147573822477,0.494125399893361,False,0.3169908934772009,0.7092931937172775,38,,9,0,True,False,0.021833219052700224,0.0815807830054985
Library 1,Alpha:91,Carol:83,1660900469866000000,,mapclosures+megaloc,True,11.924252664355205,11.895394939656327,0.028857724698877263,False,0.34864929989755916,0.4903832944085726,6,,0,0,False,,,
Library 1,Alpha:92,Carol:88,1660900470766000000,,megaloc,True,7.798177360522004,7.800284974167023,0.00210761364501888,False,0.3435540371221918,0.5553412105136243,13,,0,0,False,,,
Library 1,Alpha:93,Bob:96,1660900471666000000,1660900471219000000,mapclosures+megaloc,True,7.308461645430239,7.068637916329525,0.23982372910071437,False,0.33062554946182426,0.7057165010220624,8,,11,0,True,False,0.020152033185816976,0.07671440142273113
Library 1,Alpha:94,Bob:97,1660900472566000000,,mapclosures+megaloc,True,7.298413642477035,7.055546831901375,0.24286681057566017,False,0.3329229215414766,0.682652705061082,12,,0,0,False,,,
Library 1,Alpha:94,Carol:86,1660900472566000000,,mapclosures+megaloc,True,11.94024716953819,11.916990006172353,0.023257163365837386,False,0.34864102978830336,0.486587982832618,8,,0,0,False,,,
Library 1,Alpha:96,Bob:93,1660900474366000000,1660900468619000000,mapclosures+megaloc,True,13.451483639665064,13.308489748182012,0.14299389148305153,False,0.3395023219573244,0.5168504665689828,6,,5,0,True,False,0.035670710985797154,0.17892728776521685
Library 1,Alpha:96,Bob:107,1660900474366000000,1660900481119000000,mapclosures+megaloc,True,3.224012450234728,2.878250912848097,0.34576153738663074,False,0.308223915636624,0.5953014774391056,9,,8,0,True,False,0.038692534289039064,0.08646803716397788
Library 1,Alpha:97,Bob:100,1660900475266000000,,mapclosures+megaloc,True,7.225674757688853,7.008115071904981,0.21755968578387197,False,0.3307248772326396,0.5791124457791125,6,,0,0,False,,,
Library 1,Alpha:98,Bob:104,,1660900478419000000,mapclosures+megaloc,True,4.2096807286903415,3.911532692313047,0.29814803637729437,False,0.31352734403260685,0.6676549679376681,11,,0,0,False,,,
Library 1,Alpha:98,Bob:105,,1660900479319000000,mapclosures+megaloc,True,3.376445135135243,3.0118606228915903,0.3645845122436526,False,0.3079407424718678,0.6649427168576105,7,,0,0,False,,,
Library 1,Alpha:99,Bob:100,1660900477066000000,,mapclosures+megaloc,True,9.268868755698035,9.112536271226992,0.15633248447104364,False,0.34920426372879704,0.6013346680013346,9,,0,0,False,,,
Library 1,Alpha:100,Bob:103,1660900477966000000,,megaloc,True,7.1758370035152135,6.955227352567781,0.22060965094743246,False,0.34116344992185016,0.6073038773669973,15,,0,0,False,,,
Library 1,Alpha:100,Carol:96,1660900477966000000,,mapclosures+megaloc,True,7.94091118718511,7.910008115090563,0.03090307209454668,False,0.3490279896422908,0.5095857026807473,8,,0,0,False,,,
Library 1,Alpha:101,Bob:108,,1660900482019000000,mapclosures+megaloc,True,3.346430613053927,2.963141267726416,0.383289345327511,False,0.3090577800846382,0.658727526039939,12,,0,0,False,,,
Library 1,Alpha:101,Bob:111,,1660900484719000000,megaloc,True,2.5169331191748046,2.0540231135834555,0.4629100055913491,False,0.3163745799497605,0.6534874290348743,29,,0,0,False,,,
Library 1,Alpha:101,Bob:113,,1660900486519000000,mapclosures+megaloc,True,3.929775166541291,3.6307035269370647,0.29907163960422656,False,0.3081523455082369,0.6482196783481986,9,,0,0,False,,,
Library 1,Alpha:102,Bob:100,1660900479766000000,,mapclosures+megaloc,True,12.438693015918084,12.316560193359974,0.12213282255810931,False,0.34887164230097106,0.5655655655655656,6,,0,0,False,,,
Library 1,Alpha:102,Bob:114,1660900479766000000,1660900487419000000,mapclosures+megaloc,True,3.8610334435600935,3.621012888057526,0.2400205555025674,False,0.3062079081623505,0.678631995477671,10,,13,0,True,False,0.026371861397902683,0.08206467854590194
Library 1,Alpha:103,Bob:103,1660900480666000000,,megaloc,True,10.331485167036433,10.13780384403605,0.19368132300038354,False,0.34565275055276945,0.5692515779981966,16,,0,0,False,,,
Library 1,Alpha:103,Bob:110,1660900480666000000,1660900483819000000,mapclosures+megaloc,True,3.295987742220524,2.927661579397687,0.36832616282283714,False,0.3170322424605371,0.6679131886477463,13,,12,0,True,False,0.029232266978514485,0.09518404838133214
Library 1,Alpha:104,Bob:116,1660900481566000000,1660900489219000000,mapclosures+megaloc,True,3.8198973536800858,3.5895179247016253,0.23037942897846042,False,0.30122768770659,0.6693652385728615,11,,15,0,True,False,0.023317942072472633,0.07350963469613571
Library 1,Alpha:104,Carol:100,1660900481566000000,,megaloc,True,7.951995990177103,7.90916314289555,0.04283284728155312,False,0.3347033656669784,0.4925947140168562,14,,0,0,False,,,
Library 1,Alpha:105,Bob:108,1660900482466000000,1660900482019000000,mapclosures+megaloc,True,7.141539793307213,6.922761344082697,0.21877844922451573,False,0.32736581560865274,0.6590592450076296,7,,11,0,True,False,0.023613030437673148,0.09087139578205382
Library 1,Alpha:106,Bob:109,1660900483366000000,,megaloc,True,7.104936066419903,6.923234900371145,0.1817011660487582,False,0.3357556592583715,0.6572327044025157,35,,0,0,False,,,
Library 1,Alpha:106,Carol:101,1660900483366000000,,mapclosures+megaloc,True,8.884914264522827,8.899723002804198,0.014808738281370637,False,0.3478849471219513,0.5134619784913431,7,,0,0,False,,,
Library 1,Alpha:107,Bob:117,1660900484266000000,1660900490119000000,megaloc,True,2.322415941659232,1.918965705099082,0.4034502365601498,False,0.30250270451805944,0.693002780352178,30,,16,0,True,False,0.02788124352305494,0.11250244797908324
Library 1,Alpha:107,Bob:120,1660900484266000000,1660900492819000000,mapclosures+megaloc,True,4.771895761255153,4.5977710816376085,0.1741246796175444,False,0.3065604346727565,0.6598552254561906,10,,14,0,True,False,0.024892658370405336,0.09914419164343996
Library 1,Alpha:107,Carol:100,1660900484266000000,,megaloc,True,10.938487367124656,10.913064838272351,0.025422528852304893,False,0.3497495382667681,0.4714835119875624,14,,0,0,False,,,
Library 1,Alpha:108,Bob:110,1660900485166000000,1660900483819000000,mapclosures+megaloc,True,8.166282845448702,7.989158752077368,0.17712409337133384,False,0.3209279575645768,0.581702838063439,7,,11,0,True,False,0.025655038020571806,0.1312385331320619
Library 1,Alpha:109,Bob:110,1660900486066000000,1660900483819000000,megaloc,True,9.223257280405827,9.062915448081203,0.16034183232462418,False,0.34734403669809977,0.5671452420701169,18,,11,0,True,False,0.03171367452965711,0.15327805027268204
Library 1,Alpha:110,Bob:119,1660900486966000000,1660900491919000000,mapclosures+megaloc,True,2.1752988187784124,1.67952892087713,0.49576989790128234,False,0.3167817954839979,0.6470764169283685,14,,16,0,True,False,0.03036681682823012,0.07242824451509988
Library 1,Alpha:110,Carol:105,1660900486966000000,,megaloc,True,9.001226667608744,8.934895365444827,0.06633130216391692,False,0.3474957373665792,0.4738042625989023,12,,0,0,False,,,
Library 1,Alpha:111,Bob:114,1660900487866000000,1660900487419000000,mapclosures+megaloc,True,7.069440757549324,6.907410664589327,0.1620300929599967,False,0.3155621763459807,0.5923544375353307,7,,15,0,True,False,0.03491119721144463,0.17696246235394686
Library 1,Alpha:111,Bob:122,1660900487866000000,1660900494619000000,mapclosures+megaloc,True,2.999074930686736,2.666650885422863,0.3324240452638727,False,0.3107685652112325,0.6622843681130784,17,,12,0,True,False,0.030483195191073502,0.08548920730879239
Library 1,Alpha:112,Bob:114,1660900488766000000,1660900487419000000,megaloc,True,8.12851105453185,7.98243300018427,0.1460780543475808,False,0.3196830671093278,0.5721452798191068,15,,15,0,True,False,0.028219434400952356,0.1361683065564099
Library 1,Alpha:112,Bob:123,1660900488766000000,1660900495519000000,mapclosures+megaloc,True,2.972704060626932,2.6407069779004195,0.3319970827265126,False,0.30522327613745187,0.6589820359281438,7,,12,0,True,False,0.033231569573881,0.08517830292652495
Library 1,Alpha:112,Bob:128,1660900488766000000,1660900500019000000,mapclosures+megaloc,True,7.801454191002222,7.710449112771141,0.09100507823108028,False,0.32109608185934435,0.5843920145190563,10,,9,0,True,False,0.03715006682779859,0.06149618278747235
Library 1,Alpha:112,Carol:108,1660900488766000000,,mapclosures+megaloc,True,8.033587659516787,7.9799419641904095,0.05364569532637731,False,0.3272474569712889,0.47592668581589387,6,,0,0,False,,,
Library 1,Alpha:113,Bob:126,,1660900498219000000,megaloc,True,4.7186578716390075,4.530506677496363,0.18815119414264458,False,0.3121053777881025,0.6159067535138841,32,,0,0,False,,,
Library 1,Alpha:114,Bob:117,1660900490566000000,1660900490119000000,mapclosures+megaloc,True,7.0773300781968,6.9209845105950185,0.15634556760178153,False,0.3345822281054374,0.5725980846462774,9,,15,0,True,False,0.04159776592081152,0.21850378738474036
Library 1,Alpha:114,Bob:125,1660900490566000000,1660900497319000000,mapclosures+megaloc,True,2.9088690284230374,2.600505692852648,0.3083633355703892,False,0.3076743158462433,0.6566704838247924,14,,12,0,True,False,0.023138563278654364,0.07782586299581257
Library 1,Alpha:115,Bob:118,1660900491466000000,,megaloc,True,7.1372425656439935,6.937395064820237,0.1998475008237568,False,0.334207258365062,0.5525662583073104,13,,0,0,False,,,
Library 1,Alpha:116,Carol:110,1660900492366000000,,megaloc,True,9.874979825217391,9.869363547975867,0.005616277241523804,False,0.3360690716432953,0.4574835268277377,15,,0,0,False,,,
Library 1,Alpha:118,Bob:121,1660900494166000000,,mapclosures+megaloc,True,7.274625828937958,7.012063222456603,0.2625626064813549,False,0.34876820214613746,0.6073059360730594,6,,0,0,False,,,
Library 1,Alpha:119,Carol:113,1660900495066000000,,megaloc,True,9.943089594110011,9.91901426261996,0.024075331490051255,False,0.3406955453913446,0.4850397381954184,7,,0,0,False,,,
Library 1,Alpha:120,Bob:129,,1660900500919000000,mapclosures+megaloc,True,2.535092238086939,2.021978426110586,0.513113811976353,False,0.31514762277732644,0.702013155272075,8,,0,0,False,,,
Library 1,Alpha:120,Bob:132,,1660900503519000000,mapclosures+megaloc,True,3.9201239380265416,3.669511276431729,0.25061266159481255,False,0.31490429712557544,0.7078015152549314,10,,0,0,False,,,
Library 1,Alpha:121,Bob:123,1660900496866000000,1660900495519000000,mapclosures+megaloc,True,8.243036896757877,8.087950754175116,0.15508614258276054,False,0.3372483236163348,0.6199850299401197,7,,9,0,True,False,0.040347618449521894,0.1721826127968358
Library 1,Alpha:121,Bob:124,1660900496866000000,,megaloc,True,7.23193413609265,7.031468154798661,0.20046598129398863,False,0.3402267137595178,0.6366379627585191,15,,0,0,False,,,
Library 1,Alpha:122,Bob:135,1660900497766000000,1660900506219000000,mapclosures+megaloc,True,4.906800015133124,4.700865490756855,0.2059345243762687,False,0.3231132639068766,0.6642068918827432,7,,5,0,True,False,0.023491064544368556,0.07207728815801455
